Index|Chart|Weeks|Artist|Track|Date|Length
1531|1|11|TIFFANY|Could've Been|02-06-1988|214
1532|1|15|INXS|Need You Tonight|01-30-1988|181
1533|1|10|MICHAEL JACKSON|The Way You Make Me Feel|01-23-1988|266
1534|1|13|GEORGE HARRISON|Got My Mind Set On You|01-16-1988|231
1535|1|11|WHITNEY HOUSTON|So Emotional|01-09-1988|465
1536|1|11|GEORGE MICHAEL|Faith|01-02-1988|194
1537|1|10|GEORGE MICHAEL|Faith|12-26-1987|194
1538|1|9|GEORGE MICHAEL|Faith|12-19-1987|194
1539|1|8|GEORGE MICHAEL|Faith|12-12-1987|194
1540|1|11|BELINDA CARLISLE|Heaven Is A Place On Earth|12-05-1987|229
1541|1|10|BILL MEDLEY & JENNIFER WARNES|(I've Had) The Time Of My Life|11-28-1987|407
1542|1|12|BILLY IDOL|Mony Mony|11-21-1987|248
1543|1|12|TIFFANY|I Think We're Alone Now|11-14-1987|395
1544|1|11|TIFFANY|I Think We're Alone Now|11-07-1987|395
1545|1|7|MICHAEL JACKSON|Bad|10-31-1987|247
1546|1|6|MICHAEL JACKSON|Bad|10-24-1987|247
1547|1|12|LISA LISA AND THE CULT JAM|Lost In Emotion|10-17-1987|276
1548|1|15|WHITESNAKE|Here I Go Again|10-10-1987|303
1549|1|10|WHITNEY HOUSTON|Didn't We Almost Have It All|10-03-1987|307
1550|1|9|WHITNEY HOUSTON|Didn't We Almost Have It All|09-26-1987|307
1551|1|7|MICHAEL JACKSON with SIEDAH GARRETT|I Just Can't Stop Loving You|09-19-1987|257
1552|1|12|LOS LOBOS|La Bamba|09-12-1987|173
1553|1|11|LOS LOBOS|La Bamba|09-05-1987|173
1554|1|10|LOS LOBOS|La Bamba|08-29-1987|173
1555|1|7|MADONNA|Who's That Girl|08-22-1987|239
1556|1|10|U2|I Still Haven't Found What I'm Looking For|08-15-1987|278
1557|1|9|U2|I Still Haven't Found What I'm Looking For|08-08-1987|278
1558|1|11|BOB SEGER|Shakedown (From "Beverly Hills Cop II")|08-01-1987|240
1559|1|11|HEART|Alone|07-25-1987|219
1560|1|10|HEART|Alone|07-18-1987|219
1561|1|9|HEART|Alone|07-11-1987|219
1562|1|8|WHITNEY HOUSTON|I Wanna Dance With Somebody (Who Loves Me)|07-04-1987|516
1563|1|7|WHITNEY HOUSTON|I Wanna Dance With Somebody (Who Loves Me)|06-27-1987|516
1564|1|11|LISA LISA AND THE CULT JAM|Head To Toe|06-20-1987|245
1565|1|12|ATLANTIC STARR|Always|06-13-1987|240
1566|1|11|KIM WILDE|You Keep Me Hangin' On|06-06-1987|255
1567|1|11|U2|With Or Without You|05-30-1987|296
1568|1|10|U2|With Or Without You|05-23-1987|296
1569|1|9|U2|With Or Without You|05-16-1987|296
1570|1|10|CUTTING CREW|(I Just) Died In Your Arms|05-09-1987|402
1571|1|9|CUTTING CREW|(I Just) Died In Your Arms|05-02-1987|402
1572|1|10|ARETHA FRANKLIN & GEORGE MICHAEL|I Knew You Were Waiting (For Me)|04-25-1987|314
1573|1|9|ARETHA FRANKLIN & GEORGE MICHAEL|I Knew You Were Waiting (For Me)|04-18-1987|314
1574|1|11|STARSHIP|Nothing's Gonna Stop Us Now|04-11-1987|269
1575|1|10|STARSHIP|Nothing's Gonna Stop Us Now|04-04-1987|269
1576|1|7|CLUB NOUVEAU|Lean On Me|03-28-1987|462
1577|1|6|CLUB NOUVEAU|Lean On Me|03-21-1987|462
1578|1|9|HUEY LEWIS AND THE NEWS|Jacob's Ladder|03-14-1987|212
1579|1|13|BON JOVI|Living On A Prayer|03-07-1987|250
1580|1|12|BON JOVI|Living On A Prayer|02-28-1987|250
1581|1|11|BON JOVI|Living On A Prayer|02-21-1987|250
1582|1|10|BON JOVI|Living On A Prayer|02-14-1987|250
1583|1|10|MADONNA|Open Your Heart|02-07-1987|253
1584|1|13|BILLY VERA|At This Moment|01-31-1987|256
1585|1|12|BILLY VERA|At This Moment|01-24-1987|256
1586|1|14|GREGORY ABBOTT|Shake You Down|01-17-1987|306
1591|1|13|BRUCE HORNSBY AND THE RANGE|The Way It Is|12-13-1986|257
1592|1|12|PETER CETERA & AMY GRANT|The Next Time I Fall|12-06-1986|219
1593|1|13|BON JOVI|You Give Love A Bad Name|11-29-1986|233
1594|1|11|HUMAN LEAGUE|Human|11-22-1986|222
1597|1|10|CYNDI LAUPER|True Colors|11-01-1986|229
1598|1|9|CYNDI LAUPER|True Colors|10-25-1986|229
1599|1|11|JANET JACKSON|When I Think Of You|10-18-1986|385
1600|1|10|JANET JACKSON|When I Think Of You|10-11-1986|385
1601|1|10|HUEY LEWIS AND THE NEWS|Stuck With You|10-04-1986|248
1602|1|9|HUEY LEWIS AND THE NEWS|Stuck With You|09-27-1986|248
1603|1|8|HUEY LEWIS AND THE NEWS|Stuck With You|09-20-1986|248
1604|1|13|BERLIN|Take My Breath Away|09-13-1986|262
1605|1|11|BANANARAMA|Venus|09-06-1986|218
1606|1|12|STEVE WINWOOD|Higher Love|08-30-1986|254
1607|1|9|MADONNA|Papa Don't Preach|08-23-1986|345
1608|1|8|MADONNA|Papa Don't Preach|08-16-1986|345
1609|1|10|PETER CETERA|Glory Of Love|08-09-1986|359
1610|1|9|PETER CETERA|Glory Of Love|08-02-1986|359
1611|1|12|PETER GABRIEL|Sledgehammer|07-26-1986|339
1612|1|8|GENESIS|Invisible Touch|07-19-1986|209
1613|1|15|SIMPLY RED|Holding Back The Years|07-12-1986|244
1614|1|12|BILLY OCEAN|There'll Be Sad Songs (To Make You Cry)|07-05-1986|252
1615|1|15|PATTI LaBELLE & MICHAEL McDONALD|On My Own|06-28-1986|279
1616|1|14|PATTI LaBELLE & MICHAEL McDONALD|On My Own|06-21-1986|279
1617|1|13|PATTI LaBELLE & MICHAEL McDONALD|On My Own|06-14-1986|279
1618|1|9|MADONNA|Live To Tell|06-07-1986|279
1619|1|10|WHITNEY HOUSTON|Greatest Love Of All|05-31-1986|441
1620|1|9|WHITNEY HOUSTON|Greatest Love Of All|05-24-1986|441
1621|1|8|WHITNEY HOUSTON|Greatest Love Of All|05-17-1986|441
1622|1|11|PET SHOP BOYS|West End Girls|05-10-1986|241
1623|1|13|ROBERT PALMER|Addicted To Love|05-03-1986|244
1624|1|10|PRINCE|Kiss|04-26-1986|436
1625|1|9|PRINCE|Kiss|04-19-1986|436
1626|1|10|FALCO|Rock Me Amadeus|04-12-1986|410
1627|1|9|FALCO|Rock Me Amadeus|04-05-1986|410
1628|1|8|FALCO|Rock Me Amadeus|03-29-1986|410
1629|1|10|HEART|These Dreams|03-22-1986|254
1630|1|12|STARSHIP|Sara|03-15-1986|258
1631|1|12|MR. MISTER|Kyrie|03-08-1986|265
1632|1|11|MR. MISTER|Kyrie|03-01-1986|265
1633|1|12|WHITNEY HOUSTON|How Will I Know|02-22-1986|276
1634|1|11|WHITNEY HOUSTON|How Will I Know|02-15-1986|276
1635|1|14|DIONNE & FRIENDS|That's What Friends Are For|02-08-1986|255
1636|1|13|DIONNE & FRIENDS|That's What Friends Are For|02-01-1986|255
1637|1|12|DIONNE & FRIENDS|That's What Friends Are For|01-25-1986|255
1638|1|11|DIONNE & FRIENDS|That's What Friends Are For|01-18-1986|255
1639|1|10|LIONEL RICHIE|Say You Say Me|01-11-1986|262
1640|1|9|LIONEL RICHIE|Say You Say Me|01-04-1986|262
1641|1|8|LIONEL RICHIE|Say You Say Me|12-28-1985|262
1642|1|7|LIONEL RICHIE|Say You Say Me|12-21-1985|262
1643|1|13|MR MISTER|Broken Wings|12-14-1985|263
1644|1|12|MR MISTER|Broken Wings|12-07-1985|263
1645|1|9|PHIL COLLINS & MARILYN MARTIN|Separate Lives|11-30-1985|248
1646|1|12|STARSHIP|We Built This City|11-23-1985|289
1647|1|11|STARSHIP|We Built This City|11-16-1985|289
1648|1|10|JAN HAMMER|Miami Vice Theme|11-09-1985|181
1649|1|9|STEVIE WONDER|Part Time Lover|11-02-1985|500
1650|1|11|WHITNEY HOUSTON|Saving All My Love For You|10-26-1985|232
1651|1|15|A-HA|Take On Me|10-19-1985|225
1652|1|11|READY FOR THE WORLD|Oh Sheila|10-12-1985|216
1653|1|13|DIRE STRAITS|Money For Nothing|10-05-1985|246
1654|1|12|DIRE STRAITS|Money For Nothing|09-28-1985|246
1655|1|11|DIRE STRAITS|Money For Nothing|09-21-1985|246
1656|1|13|JOHN PARR|St Elmo's Fire (Man In Motion)|09-14-1985|248
1657|1|12|JOHN PARR|St Elmo's Fire (Man In Motion)|09-07-1985|248
1658|1|10|HUEY LEWIS AND THE NEWS|The Power Of Love|08-31-1985|234
1659|1|9|HUEY LEWIS AND THE NEWS|The Power Of Love|08-24-1985|234
1660|1|10|TEARS FOR FEARS|Shout|08-17-1985|358
1661|1|9|TEARS FOR FEARS|Shout|08-10-1985|358
1662|1|8|TEARS FOR FEARS|Shout|08-03-1985|358
1663|1|12|PAUL YOUNG|Everytime You Go Away|07-27-1985|325
1664|1|10|DURAN DURAN|A View To A Kill|07-20-1985|223
1665|1|9|DURAN DURAN|A View To A Kill|07-13-1985|223
1666|1|9|PHIL COLLINS|Sussudio|07-06-1985|410
1667|1|11|BRYAN ADAMS|Heaven|06-29-1985|309
1668|1|10|BRYAN ADAMS|Heaven|06-22-1985|309
1669|1|14|TEARS FOR FEARS|Everybody Wants To Rule The World|06-15-1985|251
1670|1|13|TEARS FOR FEARS|Everybody Wants To Rule The World|06-08-1985|251
1671|1|11|WHAM|Everything She Wants|06-01-1985|328
1672|1|10|WHAM|Everything She Wants|05-25-1985|328
1673|1|13|SIMPLE MINDS|Don't You (Forget About Me)|05-18-1985|543
1674|1|11|MADONNA|Crazy For You|05-11-1985|225
1675|1|7|USA FOR AFRICA|We Are The World|05-04-1985|382
1676|1|6|USA FOR AFRICA|We Are The World|04-27-1985|382
1677|1|5|USA FOR AFRICA|We Are The World|04-20-1985|382
1678|1|4|USA FOR AFRICA|We Are The World|04-13-1985|382
1679|1|9|PHIL COLLINS|One More Night|04-06-1985|265
1680|1|8|PHIL COLLINS|One More Night|03-30-1985|265
1681|1|10|REO SPEEDWAGON|Can't Fight This Feeling|03-23-1985|307
1682|1|9|REO SPEEDWAGON|Can't Fight This Feeling|03-16-1985|307
1683|1|8|REO SPEEDWAGON|Can't Fight This Feeling|03-09-1985|307
1684|1|11|GEORGE MICHAEL|Careless Whisper|03-02-1985|391
1685|1|10|GEORGE MICHAEL|Careless Whisper|02-23-1985|391
1686|1|9|GEORGE MICHAEL|Careless Whisper|02-16-1985|391
1689|1|11|MADONNA|Like A Virgin|01-26-1985|218
1690|1|10|MADONNA|Like A Virgin|01-19-1985|218
1691|1|9|MADONNA|Like A Virgin|01-12-1985|218
1692|1|8|MADONNA|Like A Virgin|01-05-1985|218
1693|1|7|MADONNA|Like A Virgin|12-29-1984|218
1694|1|6|MADONNA|Like A Virgin|12-22-1984|218
1695|1|12|DARYL HALL & JOHN OATES|Out Of Touch|12-15-1984|248
1696|1|11|DARYL HALL & JOHN OATES|Out Of Touch|12-08-1984|248
1697|1|13|WHAM!|Wake Me Up Before You Go Go|12-01-1984|231
1698|1|12|WHAM!|Wake Me Up Before You Go Go|11-24-1984|231
1699|1|11|WHAM!|Wake Me Up Before You Go Go|11-17-1984|231
1700|1|14|BILLY OCEAN|Caribbean Queen|11-10-1984|494
1701|1|13|BILLY OCEAN|Caribbean Queen|11-03-1984|494
1702|1|11|STEVIE WONDER|I Just Called To Say I Love You|10-27-1984|262
1703|1|10|STEVIE WONDER|I Just Called To Say I Love You|10-20-1984|262
1704|1|9|STEVIE WONDER|I Just Called To Say I Love You|10-13-1984|262
1705|1|10|PRINCE|Let's Go Crazy|10-06-1984|457
1706|1|9|PRINCE|Let's Go Crazy|09-29-1984|457
1707|1|14|JOHN WAITE|Missing You|09-22-1984|419
1708|1|18|TINA TURNER|What's Love Got To Do With It|09-15-1984|229
1709|1|17|TINA TURNER|What's Love Got To Do With It|09-08-1984|229
1710|1|16|TINA TURNER|What's Love Got To Do With It|09-01-1984|229
1711|1|11|RAY PARKER JNR.|Ghostbusters|08-25-1984|247
1712|1|10|RAY PARKER JNR.|Ghostbusters|08-18-1984|247
1713|1|9|RAY PARKER JNR.|Ghostbusters|08-11-1984|247
1714|1|10|PRINCE|When Doves Cry|08-04-1984|220
1715|1|9|PRINCE|When Doves Cry|07-28-1984|220
1716|1|8|PRINCE|When Doves Cry|07-21-1984|220
1717|1|7|PRINCE|When Doves Cry|07-14-1984|220
1718|1|6|PRINCE|When Doves Cry|07-07-1984|220
1719|1|11|DURAN DURAN|The Reflex|06-30-1984|264
1720|1|10|DURAN DURAN|The Reflex|06-23-1984|264
1721|1|10|CYNDI LAUPER|Time After Time|06-16-1984|242
1722|1|9|CYNDI LAUPER|Time After Time|06-09-1984|242
1723|1|9|DENIECE WILLIAMS|Let's Hear It For The Boy|06-02-1984|252
1724|1|8|DENIECE WILLIAMS|Let's Hear It For The Boy|05-26-1984|252
1725|1|13|LIONEL RICHIE|Hello|05-19-1984|247
1726|1|12|LIONEL RICHIE|Hello|05-12-1984|247
1727|1|11|PHIL COLLINS|Against All Odds|05-05-1984|212
1728|1|10|PHIL COLLINS|Against All Odds|04-28-1984|212
1729|1|9|PHIL COLLINS|Against All Odds|04-21-1984|212
1730|1|12|KENNY LOGGINS|Footloose|04-14-1984|215
1731|1|11|KENNY LOGGINS|Footloose|04-07-1984|215
1732|1|10|KENNY LOGGINS|Footloose|03-31-1984|215
1733|1|11|VAN HALEN|Jump|03-24-1984|243
1734|1|10|VAN HALEN|Jump|03-17-1984|243
1735|1|9|VAN HALEN|Jump|03-10-1984|243
1736|1|8|VAN HALEN|Jump|03-03-1984|243
1737|1|7|VAN HALEN|Jump|02-25-1984|243
1738|1|12|CULTURE CLUB|Karma Chameleon|02-18-1984|241
1739|1|11|CULTURE CLUB|Karma Chameleon|02-11-1984|241
1740|1|10|CULTURE CLUB|Karma Chameleon|02-04-1984|241
1741|1|13|YES|Owner Of A Lonely Heart|01-28-1984|264
1742|1|12|YES|Owner Of A Lonely Heart|01-21-1984|264
1743|1|14|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|01-14-1984|420
1744|1|13|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|01-07-1984|420
1745|1|12|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|12-31-1983|420
1746|1|11|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|12-24-1983|420
1747|1|10|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|12-17-1983|420
1748|1|9|PAUL McCARTNEY & MICHAEL JACKSON|Say Say Say|12-10-1983|420
1749|1|12|LIONEL RICHIE|All Night Long (All Night)|12-03-1983|300
1750|1|11|LIONEL RICHIE|All Night Long (All Night)|11-26-1983|300
1751|1|10|LIONEL RICHIE|All Night Long (All Night)|11-19-1983|300
1752|1|9|LIONEL RICHIE|All Night Long (All Night)|11-12-1983|300
1753|1|11|KENNY ROGERS with DOLLY PARTON|Islands In The Stream|11-05-1983|225
1754|1|10|KENNY ROGERS with DOLLY PARTON|Islands In The Stream|10-29-1983|225
1755|1|16|BONNIE TYLER|Total Eclipse Of The Heart|10-22-1983|330
1756|1|15|BONNIE TYLER|Total Eclipse Of The Heart|10-15-1983|330
1757|1|14|BONNIE TYLER|Total Eclipse Of The Heart|10-08-1983|330
1758|1|13|BONNIE TYLER|Total Eclipse Of The Heart|10-01-1983|330
1759|1|9|BILLY JOEL|Tell Her About It|09-24-1983|215
1760|1|16|MICHAEL SEMBELLO|Maniac|09-17-1983|252
1761|1|15|MICHAEL SEMBELLO|Maniac|09-10-1983|252
1762|1|17|THE EURYTHMICS|Sweet Dreams (Are Made Of This)|09-03-1983|216
1763|1|13|THE POLICE|Every Breath You Take|08-27-1983|253
1764|1|12|THE POLICE|Every Breath You Take|08-20-1983|253
1765|1|11|THE POLICE|Every Breath You Take|08-13-1983|253
1766|1|10|THE POLICE|Every Breath You Take|08-06-1983|253
1767|1|9|THE POLICE|Every Breath You Take|07-30-1983|253
1768|1|8|THE POLICE|Every Breath You Take|07-23-1983|253
1769|1|7|THE POLICE|Every Breath You Take|07-16-1983|253
1770|1|6|THE POLICE|Every Breath You Take|07-09-1983|253
1771|1|14|IRENE CARA|Flashdance...What A Feeling|07-02-1983|431
1772|1|13|IRENE CARA|Flashdance...What A Feeling|06-25-1983|431
1773|1|12|IRENE CARA|Flashdance...What A Feeling|06-18-1983|431
1774|1|11|IRENE CARA|Flashdance...What A Feeling|06-11-1983|431
1775|1|10|IRENE CARA|Flashdance...What A Feeling|06-04-1983|431
1776|1|9|IRENE CARA|Flashdance...What A Feeling|05-28-1983|431
1777|1|9|DAVID BOWIE|Let's Dance|05-21-1983|457
1778|1|12|MICHAEL JACKSON|Beat It|05-14-1983|257
1779|1|11|MICHAEL JACKSON|Beat It|05-07-1983|257
1780|1|10|MICHAEL JACKSON|Beat It|04-30-1983|257
1781|1|14|DEXYS MIDNIGHT RUNNERS|Come On Eileen|04-23-1983|245
1782|1|13|MICHAEL JACKSON|Billie Jean|04-16-1983|295
1783|1|12|MICHAEL JACKSON|Billie Jean|04-09-1983|295
1784|1|11|MICHAEL JACKSON|Billie Jean|04-02-1983|295
1785|1|10|MICHAEL JACKSON|Billie Jean|03-26-1983|295
1786|1|9|MICHAEL JACKSON|Billie Jean|03-19-1983|295
1787|1|8|MICHAEL JACKSON|Billie Jean|03-12-1983|295
1788|1|7|MICHAEL JACKSON|Billie Jean|03-05-1983|295
1789|1|20|PATTI AUSTIN with JAMES INGRAM|Baby, Come To Me|02-26-1983|218
1790|1|19|PATTI AUSTIN with JAMES INGRAM|Baby, Come To Me|02-19-1983|218
1791|1|15|MEN AT WORK|Down Under|02-12-1983|205
1792|1|15|TOTO|Africa|02-05-1983|291
1793|1|13|MEN AT WORK|Down Under|01-29-1983|205
1794|1|12|MEN AT WORK|Down Under|01-22-1983|205
1795|1|11|MEN AT WORK|Down Under|01-15-1983|205
1796|1|13|DARYL HALL & JOHN OATES|Maneater|01-08-1983|272
1797|1|12|DARYL HALL & JOHN OATES|Maneater|01-01-1983|272
1798|1|11|DARYL HALL & JOHN OATES|Maneater|12-25-1982|272
1799|1|10|DARYL HALL & JOHN OATES|Maneater|12-18-1982|272
1800|1|15|TONI BASIL|Mickey|12-11-1982|216
1801|1|9|LIONEL RITCHIE|Truly|12-04-1982|201
1802|1|8|LIONEL RITCHIE|Truly|11-27-1982|201
1803|1|14|JOE COCKER & JENNIFER WARNES|Up Where We Belong|11-20-1982|275
1804|1|13|JOE COCKER & JENNIFER WARNES|Up Where We Belong|11-13-1982|275
1805|1|12|JOE COCKER & JENNIFER WARNES|Up Where We Belong|11-06-1982|275
1806|1|18|MEN AT WORK|Who Can It Be Now|10-30-1982|202
1811|1|18|THE STEVE MILLER BAND|Abracadabra|09-25-1982|219
1812|1|16|CHICAGO|Hard To Say I'm Sorry|09-18-1982|221
1813|1|15|CHICAGO|Hard To Say I'm Sorry|09-11-1982|221
1814|1|15|THE STEVE MILLER BAND|Abracadabra|09-04-1982|219
1815|1|13|SURVIVOR|Eye Of The Tiger|08-28-1982|225
1816|1|12|SURVIVOR|Eye Of The Tiger|08-21-1982|225
1817|1|11|SURVIVOR|Eye Of The Tiger|08-14-1982|225
1818|1|10|SURVIVOR|Eye Of The Tiger|08-07-1982|225
1819|1|9|SURVIVOR|Eye Of The Tiger|07-31-1982|225
1820|1|8|SURVIVOR|Eye Of The Tiger|07-24-1982|225
1821|1|20|THE HUMAN LEAGUE|Don't You Want Me|07-17-1982|236
1822|1|19|THE HUMAN LEAGUE|Don't You Want Me|07-10-1982|236
1823|1|18|THE HUMAN LEAGUE|Don't You Want Me|07-03-1982|236
1824|1|12|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|06-26-1982|220
1825|1|11|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|06-19-1982|220
1826|1|10|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|06-12-1982|220
1827|1|9|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|06-05-1982|220
1828|1|8|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|05-29-1982|220
1829|1|7|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|05-22-1982|220
1830|1|6|PAUL McCARTNEY with STEVIE WONDER|Ebony And Ivory|05-15-1982|220
1831|1|22|VANGELIS|Chariots Of Fire - Titles|05-08-1982|135
1832|1|13|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|05-01-1982|180
1833|1|12|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|04-24-1982|180
1834|1|11|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|04-17-1982|180
1835|1|10|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|04-10-1982|180
1836|1|9|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|04-03-1982|180
1837|1|8|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|03-27-1982|180
1838|1|7|JOAN JETT AND THE BLACKHEARTS|I Love Rock'n'Roll|03-20-1982|180
1839|1|19|THE J. GEILS BAND|Centerfold|03-13-1982|217
1840|1|18|THE J. GEILS BAND|Centerfold|03-06-1982|217
1841|1|17|THE J. GEILS BAND|Centerfold|02-27-1982|217
1842|1|16|THE J. GEILS BAND|Centerfold|02-20-1982|217
1843|1|15|THE J. GEILS BAND|Centerfold|02-13-1982|217
1844|1|14|THE J. GEILS BAND|Centerfold|02-06-1982|217
1845|1|12|DARYL HALL & JOHN OATES|I Can't Go For That (No Can Do)|01-30-1982|230
1846|1|17|OLIVIA NEWTON-JOHN|Physical|01-23-1982|222
1847|1|16|OLIVIA NEWTON-JOHN|Physical|01-16-1982|222
1848|1|15|OLIVIA NEWTON-JOHN|Physical|01-09-1982|222
1849|1|14|OLIVIA NEWTON-JOHN|Physical|01-02-1982|222
1850|1|13|OLIVIA NEWTON-JOHN|Physical|12-26-1981|222
1851|1|12|OLIVIA NEWTON-JOHN|Physical|12-19-1981|222
1852|1|11|OLIVIA NEWTON-JOHN|Physical|12-12-1981|222
1853|1|10|OLIVIA NEWTON-JOHN|Physical|12-05-1981|222
1854|1|9|OLIVIA NEWTON-JOHN|Physical|11-28-1981|222
1855|1|8|OLIVIA NEWTON-JOHN|Physical|11-21-1981|222
1856|1|12|DARYL HALL & JOHN OATES|Private Eyes|11-14-1981|215
1857|1|11|DARYL HALL & JOHN OATES|Private Eyes|11-07-1981|215
1858|1|12|CHRISTOPHER CROSS|Arthur's Theme (Best That You Can Do)|10-31-1981|234
1859|1|11|CHRISTOPHER CROSS|Arthur's Theme (Best That You Can Do)|10-24-1981|234
1860|1|10|CHRISTOPHER CROSS|Arthur's Theme (Best That You Can Do)|10-17-1981|234
1861|1|14|DIANA ROSS & LIONEL RICHIE|Endless Love|10-10-1981|293
1862|1|13|DIANA ROSS & LIONEL RICHIE|Endless Love|10-03-1981|293
1863|1|12|DIANA ROSS & LIONEL RICHIE|Endless Love|09-26-1981|293
1864|1|11|DIANA ROSS & LIONEL RICHIE|Endless Love|09-19-1981|293
1865|1|10|DIANA ROSS & LIONEL RICHIE|Endless Love|09-12-1981|293
1866|1|9|DIANA ROSS & LIONEL RICHIE|Endless Love|09-05-1981|293
1867|1|8|DIANA ROSS & LIONEL RICHIE|Endless Love|08-29-1981|293
1868|1|7|DIANA ROSS & LIONEL RICHIE|Endless Love|08-22-1981|293
1869|1|6|DIANA ROSS & LIONEL RICHIE|Endless Love|08-15-1981|293
1870|1|20|RICK SPRINGFIELD|Jessie's Girl|08-08-1981|193
1871|1|19|RICK SPRINGFIELD|Jessie's Girl|08-01-1981|193
1872|1|11|AIR SUPPLY|The One That You Love|07-25-1981|276
1877|1|11|STARS ON 45|Stars On 45|06-20-1981|202
1883|1|13|SHEENA EASTON|Morning Train (Nine To Five)|05-09-1981|200
1884|1|12|SHEENA EASTON|Morning Train (Nine To Five)|05-02-1981|200
1885|1|14|DARYL HALL & JOHN OATES|Kiss On My List|04-25-1981|238
1886|1|13|DARYL HALL & JOHN OATES|Kiss On My List|04-18-1981|238
1887|1|12|DARYL HALL & JOHN OATES|Kiss On My List|04-11-1981|238
1888|1|10|BLONDIE|Rapture|04-04-1981|393
1889|1|9|BLONDIE|Rapture|03-28-1981|393
1890|1|17|REO SPEEDWAGON|Keep On Loving You|03-21-1981|205
1891|1|16|DOLLY PARTON|9 To 5|03-14-1981|160
1892|1|18|EDDIE RABBITT|I Love A Rainy Night|03-07-1981|190
1893|1|17|EDDIE RABBITT|I Love A Rainy Night|02-28-1981|190
1894|1|13|DOLLY PARTON|9 To 5|02-21-1981|160
1895|1|17|KOOL AND THE GANG|Celebration|02-14-1981|221
1896|1|16|KOOL AND THE GANG|Celebration|02-07-1981|221
1897|1|12|BLONDIE|The Tide Is High|01-31-1981|232
1898|1|13|JOHN LENNON|(Just Like) Starting Over|01-24-1981|293
1899|1|12|JOHN LENNON|(Just Like) Starting Over|01-17-1981|293
1900|1|11|JOHN LENNON|(Just Like) Starting Over|01-10-1981|293
1901|1|10|JOHN LENNON|(Just Like) Starting Over|01-03-1981|293
1902|1|9|JOHN LENNON|(Just Like) Starting Over|12-28-1980|293
1903|1|12|KENNY ROGERS|Lady|12-21-1980|232
1904|1|11|KENNY ROGERS|Lady|12-14-1980|232
1905|1|10|KENNY ROGERS|Lady|12-07-1980|232
1906|1|9|KENNY ROGERS|Lady|11-30-1980|232
1907|1|8|KENNY ROGERS|Lady|11-23-1980|232
1908|1|7|KENNY ROGERS|Lady|11-16-1980|232
1909|1|10|BARBRA STREISAND|Woman In Love|11-09-1980|231
1910|1|9|BARBRA STREISAND|Woman In Love|11-02-1980|231
1911|1|8|BARBRA STREISAND|Woman In Love|10-26-1980|231
1912|1|10|QUEEN|Another One Bites The Dust|10-19-1980|215
1913|1|9|QUEEN|Another One Bites The Dust|10-12-1980|215
1914|1|8|QUEEN|Another One Bites The Dust|10-05-1980|215
1915|1|12|DIANA ROSS|Upside Down|09-28-1980|217
1916|1|11|DIANA ROSS|Upside Down|09-21-1980|217
1917|1|10|DIANA ROSS|Upside Down|09-14-1980|217
1918|1|9|DIANA ROSS|Upside Down|09-07-1980|217
1919|1|12|CHRISTOPHER CROSS|Sailing|08-31-1980|257
1920|1|14|OLIVIA NEWTON-JOHN|Magic|08-24-1980|265
1921|1|13|OLIVIA NEWTON-JOHN|Magic|08-17-1980|265
1922|1|12|OLIVIA NEWTON-JOHN|Magic|08-10-1980|265
1923|1|11|OLIVIA NEWTON-JOHN|Magic|08-03-1980|265
1924|1|10|BILLY JOEL|It's Still Rock & Roll To Me|07-27-1980|249
1925|1|9|BILLY JOEL|It's Still Rock & Roll To Me|07-20-1980|249
1926|1|12|PAUL McCARTNEY|Coming Up|07-13-1980|229
1927|1|11|PAUL McCARTNEY|Coming Up|07-06-1980|229
1928|1|10|PAUL McCARTNEY|Coming Up|06-29-1980|229
1929|1|13|LIPPS INC.|Funky Town|06-22-1980|469
1930|1|12|LIPPS INC.|Funky Town|06-15-1980|469
1931|1|11|LIPPS INC.|Funky Town|06-08-1980|469
1932|1|10|LIPPS INC.|Funky Town|06-01-1980|469
1933|1|15|BLONDIE|Call Me|05-24-1980|380
1934|1|14|BLONDIE|Call Me|05-17-1980|380
1935|1|13|BLONDIE|Call Me|05-11-1980|380
1936|1|12|BLONDIE|Call Me|05-04-1980|380
1937|1|11|BLONDIE|Call Me|04-27-1980|380
1938|1|10|BLONDIE|Call Me|04-20-1980|380
1943|1|13|QUEEN|Crazy Little Thing Called Love|03-15-1980|163
