Index|Chart|Weeks|Artist|Track|Date|Length
3100|1|5|DANNY AND THE JUNIORS|At The Hop|12-28-1957|152
3101|1|9|PAT BOONE|April Love|12-21-1957|157
3102|1|10|SAM COOKE|You Send Me|12-14-1957|165
3103|1|9|SAM COOKE|You Send Me|12-07-1957|165
3104|1|9|ELVIS PRESLEY|Jailhouse Rock|11-30-1957|130
3105|1|8|ELVIS PRESLEY|Jailhouse Rock|11-23-1957|130
3106|1|7|ELVIS PRESLEY|Jailhouse Rock|11-16-1957|130
3107|1|6|ELVIS PRESLEY|Jailhouse Rock|11-09-1957|130
3108|1|5|ELVIS PRESLEY|Jailhouse Rock|11-02-1957|130
3109|1|4|ELVIS PRESLEY|Jailhouse Rock|10-26-1957|130
3110|1|5|THE EVERLY BROTHERS|Wake Up Little Susie|10-19-1957|120
3111|1|4|THE EVERLY BROTHERS|Wake Up Little Susie|10-12-1957|120
3112|1|10|JIMMIE RODGERS|Honeycomb|10-05-1957|131
3113|1|9|JIMMIE RODGERS|Honeycomb|09-28-1957|131
3114|1|11|DEBBIE REYNOLDS|Tammy|09-21-1957|180
3115|1|10|DEBBIE REYNOLDS|Tammy|09-14-1957|180
3116|1|9|DEBBIE REYNOLDS|Tammy|09-07-1957|180
3117|1|8|DEBBIE REYNOLDS|Tammy|08-31-1957|180
3118|1|7|DEBBIE REYNOLDS|Tammy|08-24-1957|180
3119|1|10|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|08-17-1957|108
3120|1|9|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|08-10-1957|108
3121|1|8|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|08-03-1957|108
3122|1|7|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|07-27-1957|108
3123|1|6|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|07-20-1957|108
3124|1|5|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|07-13-1957|108
3125|1|4|ELVIS PRESLEY|(Let Me Be Your) Teddy Bear|07-06-1957|108
3126|1|10|PAT BOONE|Love Letters In The Sand|06-29-1957|129
3127|1|9|PAT BOONE|Love Letters In The Sand|06-22-1957|129
3128|1|8|PAT BOONE|Love Letters In The Sand|06-19-1957|129
3129|1|7|PAT BOONE|Love Letters In The Sand|06-12-1957|129
3130|1|6|PAT BOONE|Love Letters In The Sand|06-05-1957|129
3131|1|10|ELVIS PRESLEY|All Shook Up|05-29-1957|118
3132|1|9|ELVIS PRESLEY|All Shook Up|05-22-1957|118
3133|1|8|ELVIS PRESLEY|All Shook Up|05-15-1957|118
3134|1|7|ELVIS PRESLEY|All Shook Up|05-08-1957|118
3135|1|6|ELVIS PRESLEY|All Shook Up|05-01-1957|118
3136|1|5|ELVIS PRESLEY|All Shook Up|04-24-1957|118
3137|1|4|ELVIS PRESLEY|All Shook Up|04-17-1957|118
3138|1|3|ELVIS PRESLEY|All Shook Up|04-10-1957|118
3139|1|8|ANDY WILLIAMS|Butterfly|04-03-1957|143
3140|1|7|ANDY WILLIAMS|Butterfly|03-27-1957|143
3141|1|6|ANDY WILLIAMS|Butterfly|03-20-1957|143
3142|1|11|TAB HUNTER|Young Love|03-13-1957|144
3143|1|10|TAB HUNTER|Young Love|03-06-1957|144
3144|1|9|TAB HUNTER|Young Love|02-27-1957|144
3145|1|8|TAB HUNTER|Young Love|02-20-1957|144
3146|1|7|TAB HUNTER|Young Love|02-13-1957|144
3147|1|6|TAB HUNTER|Young Love|02-06-1957|144
3148|1|8|PAT BOONE|Don't Forbid Me|01-30-1957|134
3149|1|15|GUY MITCHELL|Singing The Blues|01-23-1957|143
3150|1|14|GUY MITCHELL|Singing The Blues|01-16-1957|143
3151|1|13|GUY MITCHELL|Singing The Blues|01-09-1957|143
3152|1|12|GUY MITCHELL|Singing The Blues|01-02-1957|143
3153|1|11|GUY MITCHELL|Singing The Blues|12-26-1956|143
3154|1|10|GUY MITCHELL|Singing The Blues|12-19-1956|143
3155|1|9|GUY MITCHELL|Singing The Blues|12-12-1956|143
3156|1|8|GUY MITCHELL|Singing The Blues|12-05-1956|143
3157|1|7|GUY MITCHELL|Singing The Blues|11-28-1956|143
3158|1|7|ELVIS PRESLEY|Love Me Tender|11-21-1956|164
3159|1|6|ELVIS PRESLEY|Love Me Tender|11-14-1956|164
3160|1|9|JIM LOWE|The Green Door|11-07-1956|134
3161|1|8|JIM LOWE|The Green Door|10-31-1956|134
3162|1|7|JIM LOWE|The Green Door|10-24-1956|134
3163|1|12|ELVIS PRESLEY|Don't Be Cruel|10-17-1956|102
3164|1|11|ELVIS PRESLEY|Don't Be Cruel|10-10-1956|102
3165|1|10|ELVIS PRESLEY|Don't Be Cruel|10-03-1956|102
3166|1|9|ELVIS PRESLEY|Don't Be Cruel|09-26-1956|102
3167|1|8|ELVIS PRESLEY|Don't Be Cruel|09-19-1956|102
3168|1|7|ELVIS PRESLEY|Don't Be Cruel|09-12-1956|102
3169|1|6|ELVIS PRESLEY|Don't Be Cruel|09-05-1956|102
3170|1|10|THE PLATTERS|My Prayer|08-29-1956|164
3171|1|9|THE PLATTERS|My Prayer|08-22-1956|164
3172|1|8|THE PLATTERS|My Prayer|08-15-1956|164
3173|1|7|THE PLATTERS|My Prayer|08-08-1956|164
3174|1|11|PAT BOONE|I Almost Lost My Mind|08-01-1956|154
3175|1|10|PAT BOONE|I Almost Lost My Mind|07-25-1956|154
3182|1|16|ELVIS PRESLEY|Heartbreak Hotel|06-06-1956|129
3183|1|15|ELVIS PRESLEY|Heartbreak Hotel|05-30-1956|129
3184|1|14|ELVIS PRESLEY|Heartbreak Hotel|05-23-1956|129
3185|1|13|ELVIS PRESLEY|Heartbreak Hotel|05-16-1956|129
3186|1|12|ELVIS PRESLEY|Heartbreak Hotel|05-09-1956|129
3187|1|11|ELVIS PRESLEY|Heartbreak Hotel|05-02-1956|129
3188|1|10|ELVIS PRESLEY|Heartbreak Hotel|04-25-1956|129
3189|1|12|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|04-18-1956|146
3190|1|11|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|04-11-1956|146
3191|1|10|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|04-04-1956|146
3192|1|9|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|03-28-1956|146
3193|1|8|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|03-21-1956|146
3194|1|7|LES BAXTER, HIS CHORUS AND ORCHESTRA|The Poor People Of Paris|03-14-1956|146
3195|1|12|KAY STARR|Rock And Roll Waltz|03-07-1956|166
3196|1|11|KAY STARR|Rock And Roll Waltz|02-29-1956|166
3197|1|10|KAY STARR|Rock And Roll Waltz|02-22-1956|166
3198|1|11|THE PLATTERS|The Great Pretender|02-15-1956|160
3199|1|10|THE PLATTERS|The Great Pretender|02-08-1956|160
3200|1|11|DEAN MARTIN|Memories Are Made Of This|02-01-1956|135
3201|1|10|DEAN MARTIN|Memories Are Made Of This|01-25-1956|135
3202|1|9|DEAN MARTIN|Memories Are Made Of This|01-18-1956|135
3203|1|8|DEAN MARTIN|Memories Are Made Of This|01-11-1956|135
3204|1|7|DEAN MARTIN|Memories Are Made Of This|01-04-1956|135
3205|1|9|TENNESSEE ERNIE FORD|Sixteen Tons|12-28-1955|157
3206|1|8|TENNESSEE ERNIE FORD|Sixteen Tons|12-21-1955|157
3207|1|7|TENNESSEE ERNIE FORD|Sixteen Tons|12-14-1955|157
3208|1|6|TENNESSEE ERNIE FORD|Sixteen Tons|12-07-1955|157
3209|1|5|TENNESSEE ERNIE FORD|Sixteen Tons|11-30-1955|157
3210|1|4|TENNESSEE ERNIE FORD|Sixteen Tons|11-23-1955|157
3217|1|11|MITCH MILLER|The Yellow Rose Of Texas|10-05-1955|189
3219|1|9|MITCH MILLER|The Yellow Rose Of Texas|09-21-1955|189
3220|1|8|MITCH MILLER|The Yellow Rose Of Texas|09-14-1955|189
3221|1|7|MITCH MILLER|The Yellow Rose Of Texas|09-07-1955|189
3222|1|6|MITCH MILLER|The Yellow Rose Of Texas|08-31-1955|189
3223|1|5|MITCH MILLER|The Yellow Rose Of Texas|08-24-1955|189
3232|1|18|PREZ PRADO|Cherry Pink & Apple Blossom White|06-22-1955|187
3233|1|17|PREZ PRADO|Cherry Pink & Apple Blossom White|06-15-1955|187
3234|1|16|PREZ PRADO|Cherry Pink & Apple Blossom White|06-08-1955|187
3235|1|15|PREZ PRADO|Cherry Pink & Apple Blossom White|06-01-1955|187
3236|1|14|PREZ PRADO|Cherry Pink & Apple Blossom White|05-25-1955|187
3237|1|13|PREZ PRADO|Cherry Pink & Apple Blossom White|05-18-1955|187
3238|1|12|PREZ PRADO|Cherry Pink & Apple Blossom White|05-11-1955|187
3239|1|11|PREZ PRADO|Cherry Pink & Apple Blossom White|05-04-1955|187
3240|1|10|PREZ PRADO|Cherry Pink & Apple Blossom White|04-27-1955|187
3241|1|9|PREZ PRADO|Cherry Pink & Apple Blossom White|04-20-1955|187
3247|1|11|McGUIRE SISTERS|Sincerely|03-09-1955|181
3248|1|10|McGUIRE SISTERS|Sincerely|03-02-1955|181
3249|1|9|McGUIRE SISTERS|Sincerely|02-23-1955|181
3250|1|8|McGUIRE SISTERS|Sincerely|02-16-1955|181
3251|1|7|McGUIRE SISTERS|Sincerely|02-09-1955|181
3252|1|6|McGUIRE SISTERS|Sincerely|02-02-1955|181
3253|1|7|FONTANE SISTERS|Hearts Of Stone|01-26-1955|128
3254|1|8|JOAN WEBER|Let Me Go Lover|01-19-1955|212
3255|1|11|CHORDETTES|Mr. Sandman|01-12-1955|142
3256|1|10|CHORDETTES|Mr. Sandman|01-05-1955|142
3257|1|9|CHORDETTES|Mr. Sandman|12-29-1954|142
3258|1|8|THE CHORDETTES|Mr Sandman|12-22-1954|142
3259|1|7|THE CHORDETTES|Mr Sandman|12-11-1954|142
3260|1|6|THE CHORDETTES|Mr Sandman|12-04-1954|142
3261|1|5|THE CHORDETTES|Mr Sandman|11-27-1954|142
3262|1|12|EDDIE FISHER|I Need You Now|11-20-1954|151
3263|1|11|EDDIE FISHER|I Need You Now|11-13-1954|151
3264|1|10|EDDIE FISHER|I Need You Now|11-06-1954|151
3265|1|12|ROSEMARY CLOONEY|This Ole House|10-30-1954|116
3272|1|11|CREW CUTS|Sh-Boom|09-11-1954|163
3273|1|10|CREW CUTS|Sh-Boom|09-04-1954|163
3274|1|9|CREW CUTS|Sh-Boom|08-27-1954|163
3275|1|8|CREW CUTS|Sh-Boom|08-20-1954|163
3276|1|7|CREW CUTS|Sh-Boom|08-13-1954|163
3277|1|6|CREW CUTS|Sh-Boom|08-06-1954|163
3278|1|5|CREW CUTS|Sh-Boom|07-30-1954|163
3279|1|16|KITTY KALLEN|Little Things Mean A Lot|07-23-1954|180
3280|1|15|KITTY KALLEN|Little Things Mean A Lot|07-16-1954|180
3281|1|14|KITTY KALLEN|Little Things Mean A Lot|07-09-1954|180
3282|1|13|KITTY KALLEN|Little Things Mean A Lot|07-02-1954|180
3283|1|12|KITTY KALLEN|Little Things Mean A Lot|06-25-1954|180
3284|1|11|KITTY KALLEN|Little Things Mean A Lot|06-18-1954|180
3285|1|10|KITTY KALLEN|Little Things Mean A Lot|06-11-1954|180
3286|1|9|KITTY KALLEN|Little Things Mean A Lot|06-04-1954|180
3287|1|8|KITTY KALLEN|Little Things Mean A Lot|05-28-1954|180
3296|1|9|JO STAFFORD|Make Love To Me|03-26-1954|163
3297|1|8|JO STAFFORD|Make Love To Me|03-19-1954|163
3298|1|11|DORIS DAY|Secret Love|03-12-1954|221
3299|1|6|JO STAFFORD|Make Love To Me|03-05-1954|163
3300|1|9|DORIS DAY|Secret Love|02-26-1954|221
3301|1|8|DORIS DAY|Secret Love|02-19-1954|221
3302|1|11|EDDIE FISHER|Oh Mein Papa|02-12-1954|191
3303|1|10|EDDIE FISHER|Oh Mein Papa|02-05-1954|191
3304|1|9|EDDIE FISHER|Oh Mein Papa|01-29-1954|191
3305|1|8|EDDIE FISHER|Oh Mein Papa|01-22-1954|191
3306|1|7|EDDIE FISHER|Oh Mein Papa|01-15-1954|191
3307|1|6|EDDIE FISHER|Oh Mein Papa|01-08-1954|191
3308|1|5|EDDIE FISHER|Oh Mein Papa|01-01-1954|191
3309|1|4|EDDIE FISHER|Oh Mein Papa|12-25-1953|191
3316|1|21|LES PAUL & MARY FORD|Vaya Con Dios|11-06-1953|170
3317|1|20|LES PAUL & MARY FORD|Vaya Con Dios|10-30-1953|170
3318|1|5|STAN FREBERG|St. George And The Dragonet|10-23-1953|206
3319|1|4|STAN FREBERG|St. George And The Dragonet|10-16-1953|206
3320|1|3|STAN FREBERG|St. George And The Dragonet|10-09-1953|206
3321|1|2|STAN FREBERG|St. George And The Dragonet|10-02-1953|206
3322|1|15|LES PAUL & MARY FORD|Vaya Con Dios|09-25-1953|170
3323|1|14|LES PAUL & MARY FORD|Vaya Con Dios|09-18-1953|170
3324|1|13|LES PAUL & MARY FORD|Vaya Con Dios|09-11-1953|170
3325|1|12|LES PAUL & MARY FORD|Vaya Con Dios|09-04-1953|170
3326|1|11|LES PAUL & MARY FORD|Vaya Con Dios|08-28-1953|170
3327|1|10|LES PAUL & MARY FORD|Vaya Con Dios|08-21-1953|170
3328|1|9|LES PAUL & MARY FORD|Vaya Con Dios|08-14-1953|170
3329|1|8|LES PAUL & MARY FORD|Vaya Con Dios|08-07-1953|170
3330|1|7|LES PAUL & MARY FORD|Vaya Con Dios|07-31-1953|170
3331|1|12|EDDIE FISHER|I'm Walking Behind You|07-24-1953|187
3332|1|11|EDDIE FISHER|I'm Walking Behind You|07-17-1953|187
3333|1|15|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|07-10-1953|200
3334|1|14|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|07-03-1953|200
3335|1|13|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|06-26-1953|200
3336|1|12|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|06-19-1953|200
3337|1|11|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|06-12-1953|200
3338|1|10|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|06-05-1953|200
3339|1|9|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|05-29-1953|200
3340|1|8|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|05-22-1953|200
3341|1|7|PERCY FAITH / FELICIA SANDERS|Song From Moulin Rouge|05-15-1953|200
3342|1|14|PATTI PAGE|How Much Is That Doggie In The Window|05-08-1953|144
3343|1|13|PATTI PAGE|How Much Is That Doggie In The Window|05-03-1953|144
3344|1|12|PATTI PAGE|How Much Is That Doggie In The Window|04-26-1953|144
3345|1|11|PATTI PAGE|How Much Is That Doggie In The Window|04-19-1953|144
3346|1|10|PATTI PAGE|How Much Is That Doggie In The Window|04-12-1953|144
3347|1|9|PATTI PAGE|How Much Is That Doggie In The Window|04-05-1953|144
3348|1|8|PATTI PAGE|How Much Is That Doggie In The Window|03-29-1953|144
3349|1|7|PATTI PAGE|How Much Is That Doggie In The Window|03-22-1953|144
3350|1|14|TERESA BREWER|Till I Waltz Again With You|03-15-1953|183
3351|1|13|TERESA BREWER|Till I Waltz Again With You|03-08-1953|183
3352|1|12|TERESA BREWER|Till I Waltz Again With You|03-01-1953|183
3353|1|11|TERESA BREWER|Till I Waltz Again With You|02-22-1953|183
3354|1|10|TERESA BREWER|Till I Waltz Again With You|02-15-1953|183
3360|1|5|JIMMY BOYD|I Saw Mummy Kissing Santa Claus|01-03-1953|152
3361|1|4|JIMMY BOYD|I Saw Mummy Kissing Santa Claus|12-27-1952|152
3362|1|9|JONI JAMES|Why Don't You Believe Me|12-20-1952|175
3363|1|8|JONI JAMES|Why Don't You Believe Me|12-13-1952|175
3364|1|7|JONI JAMES|Why Don't You Believe Me|12-06-1952|175
3365|1|6|JONI JAMES|Why Don't You Believe Me|11-29-1952|175
3366|1|8|JOHNNY STANDLEY|It's In The Book|11-22-1952|361
3367|1|12|PATTI PAGE|I Went To Your Wedding|11-15-1952|204
3368|1|11|PATTI PAGE|I Went To Your Wedding|11-08-1952|204
3369|1|10|PATTI PAGE|I Went To Your Wedding|11-01-1952|204
3370|1|9|PATTI PAGE|I Went To Your Wedding|10-25-1952|204
3371|1|8|PATTI PAGE|I Went To Your Wedding|10-18-1952|204
3372|1|9|JO STAFFORD|You Belong To Me|10-11-1952|182
3373|1|8|JO STAFFORD|You Belong To Me|10-04-1952|182
3374|1|7|JO STAFFORD|You Belong To Me|09-27-1952|182
3375|1|6|JO STAFFORD|You Belong To Me|09-20-1952|182
3376|1|5|JO STAFFORD|You Belong To Me|09-13-1952|182
3377|1|12|VERA LYNN|Auf wiederseh'n Sweetheart|09-06-1952|160
3378|1|11|VERA LYNN|Auf wiederseh'n Sweetheart|08-30-1952|160
3379|1|10|VERA LYNN|Auf wiederseh'n Sweetheart|08-23-1952|160
3380|1|9|VERA LYNN|Auf wiederseh'n Sweetheart|08-16-1952|160
3381|1|8|VERA LYNN|Auf wiederseh'n Sweetheart|08-09-1952|160
3382|1|7|VERA LYNN|Auf wiederseh'n Sweetheart|08-02-1952|160
3383|1|6|VERA LYNN|Auf wiederseh'n Sweetheart|07-26-1952|160
3384|1|5|VERA LYNN|Auf wiederseh'n Sweetheart|07-18-1952|160
3385|1|4|VERA LYNN|Auf wiederseh'n Sweetheart|07-11-1952|160
3394|1|13|KAY STARR|Wheel Of Fortune|05-10-1952|185
3395|1|12|KAY STARR|Wheel Of Fortune|05-03-1952|185
3396|1|11|KAY STARR|Wheel Of Fortune|04-26-1952|185
3397|1|10|KAY STARR|Wheel Of Fortune|04-19-1952|185
3398|1|9|KAY STARR|Wheel Of Fortune|04-12-1952|185
3399|1|8|KAY STARR|Wheel Of Fortune|04-05-1952|185
3400|1|7|KAY STARR|Wheel Of Fortune|03-29-1952|185
3401|1|6|KAY STARR|Wheel Of Fortune|03-22-1952|185
3402|1|5|KAY STARR|Wheel Of Fortune|03-15-1952|185
3414|1|14|EDDY HOWARD|It's No Sin|12-22-1951|168
3415|1|13|EDDY HOWARD|It's No Sin|12-09-1951|168
3422|1|18|TONY BENNETT|Because Of You|10-27-1951|179
3423|1|17|TONY BENNETT|Because Of You|10-20-1951|179
3424|1|16|TONY BENNETT|Because Of You|10-13-1951|179
3425|1|15|TONY BENNETT|Because Of You|10-06-1951|179
3426|1|14|TONY BENNETT|Because Of You|09-29-1951|179
3427|1|13|TONY BENNETT|Because Of You|09-22-1951|179
3428|1|12|TONY BENNETT|Because Of You|09-15-1951|179
3429|1|11|TONY BENNETT|Because Of You|09-08-1951|179
3430|1|10|TONY BENNETT|Because Of You|09-01-1951|179
3431|1|8|ROSEMARY CLOONEY|Come On-A My House|08-25-1951|68
3432|1|7|ROSEMARY CLOONEY|Come On-A My House|08-18-1951|68
3433|1|6|ROSEMARY CLOONEY|Come On-A My House|08-11-1951|68
3434|1|5|ROSEMARY CLOONEY|Come On-A My House|08-04-1951|68
3435|1|4|ROSEMARY CLOONEY|Come On-A My House|07-28-1951|68
3450|1|13|PERRY COMO|If|04-14-1951|197
3451|1|12|PERRY COMO|If|04-07-1951|197
3452|1|11|PERRY COMO|If|03-31-1951|197
3453|1|10|PERRY COMO|If|03-24-1951|197
3454|1|9|PERRY COMO|If|03-17-1951|197
3455|1|12|MARIO LANZA|Be My Love|03-10-1951|178
3456|1|7|PERRY COMO|If|03-03-1951|197
3466|1|5|PHIL HARRIS|The Thing|12-20-1950|137
3467|1|4|PHIL HARRIS|The Thing|12-13-1950|137
3468|1|3|PHIL HARRIS|The Thing|12-06-1950|137
3469|1|2|PHIL HARRIS|The Thing|11-29-1950|137
3470|1|10|SAMMY KAYE / TONY ALAMO / KAYDETS|Harbour Lights|11-22-1950|203
3471|1|9|SAMMY KAYE / TONY ALAMO / KAYDETS|Harbour Lights|11-15-1950|203
3472|1|18|WEAVERS & GORDON JENKINS|Goodnight Irene|11-08-1950|202
3473|1|17|WEAVERS & GORDON JENKINS|Goodnight Irene|11-01-1950|202
3474|1|16|WEAVERS & GORDON JENKINS|Goodnight Irene|10-25-1950|202
3475|1|15|WEAVERS & GORDON JENKINS|Goodnight Irene|10-18-1950|202
3476|1|14|WEAVERS & GORDON JENKINS|Goodnight Irene|10-11-1950|202
3477|1|13|WEAVERS & GORDON JENKINS|Goodnight Irene|10-04-1950|202
3478|1|12|WEAVERS & GORDON JENKINS|Goodnight Irene|09-27-1950|202
3479|1|11|WEAVERS & GORDON JENKINS|Goodnight Irene|09-20-1950|202
3480|1|10|WEAVERS & GORDON JENKINS|Goodnight Irene|09-13-1950|202
3481|1|9|WEAVERS & GORDON JENKINS|Goodnight Irene|09-06-1950|202
3482|1|8|WEAVERS & GORDON JENKINS|Goodnight Irene|08-30-1950|202
3483|1|7|WEAVERS & GORDON JENKINS|Goodnight Irene|08-23-1950|202
3484|1|6|WEAVERS & GORDON JENKINS|Goodnight Irene|08-16-1950|202
3485|1|10|NAT KING COLE|Mona Lisa|08-09-1950|206
3486|1|9|NAT KING COLE|Mona Lisa|08-02-1950|206
3487|1|8|NAT KING COLE|Mona Lisa|07-26-1950|206
3488|1|7|NAT KING COLE|Mona Lisa|07-19-1950|206
3489|1|6|NAT KING COLE|Mona Lisa|07-12-1950|206
3503|1|10|TERESA BREWER|Music Music Music|04-05-1950|198
3504|1|9|TERESA BREWER|Music Music Music|03-29-1950|198
3505|1|8|TERESA BREWER|Music Music Music|03-22-1950|198
3506|1|7|TERESA BREWER|Music Music Music|03-15-1950|198
3507|1|8|RED FOLEY|Chattanoogie Shoe Shine Boy|03-08-1950|167
3508|1|7|RED FOLEY|Chattanoogie Shoe Shine Boy|03-01-1950|167
3509|1|6|RED FOLEY|Chattanoogie Shoe Shine Boy|02-22-1950|167
3510|1|5|RED FOLEY|Chattanoogie Shoe Shine Boy|02-15-1950|167
3512|1|18|ANDREWS SISTERS / GORDON JENKINS|I Can Dream Can't I|02-01-1950|156
3513|1|17|ANDREWS SISTERS / GORDON JENKINS|I Can Dream Can't I|01-22-1950|156
3514|1|16|ANDREWS SISTERS / GORDON JENKINS|I Can Dream Can't I|01-18-1950|156
3515|1|15|ANDREWS SISTERS / GORDON JENKINS|I Can Dream Can't I|01-11-1950|156
3517|1|7|FRANKIE LAINE|Mule Train|12-25-1949|155
3518|1|6|FRANKIE LAINE|Mule Train|12-18-1949|155
3519|1|5|FRANKIE LAINE|Mule Train|12-11-1949|155
3520|1|4|FRANKIE LAINE|Mule Train|12-04-1949|155
3521|1|3|FRANKIE LAINE|Mule Train|11-27-1949|155
3522|1|12|FRANKIE LAINE|That Lucky Old Sun|11-20-1949|169
3523|1|11|FRANKIE LAINE|That Lucky Old Sun|11-13-1949|169
3524|1|10|FRANKIE LAINE|That Lucky Old Sun|11-06-1949|169
3525|1|9|FRANKIE LAINE|That Lucky Old Sun|10-30-1949|169
3526|1|8|FRANKIE LAINE|That Lucky Old Sun|10-23-1949|169
3527|1|7|FRANKIE LAINE|That Lucky Old Sun|10-16-1949|169
3528|1|6|FRANKIE LAINE|That Lucky Old Sun|10-09-1949|169
3529|1|5|FRANKIE LAINE|That Lucky Old Sun|10-02-1949|169
3530|1|12|VIC DAMONE|You're Breaking My Heart|09-25-1949|168
3531|1|11|VIC DAMONE|You're Breaking My Heart|09-18-1949|168
3532|1|10|VIC DAMONE|You're Breaking My Heart|09-11-1949|168
3533|1|9|VIC DAMONE|You're Breaking My Heart|09-04-1949|168
3550|1|11|RUSS MORGAN|Cruising Down The River|05-07-1949|158
3551|1|10|RUSS MORGAN|Cruising Down The River|04-30-1949|158
3552|1|9|RUSS MORGAN|Cruising Down The River|04-23-1949|158
3553|1|8|RUSS MORGAN|Cruising Down The River|04-16-1949|158
3554|1|7|RUSS MORGAN|Cruising Down The River|04-09-1949|158
3555|1|6|RUSS MORGAN|Cruising Down The River|04-02-1949|158
3556|1|5|RUSS MORGAN|Cruising Down The River|03-26-1949|158
3559|1|16|EVELYN KNIGHT|A Little Bird Told Me|03-05-1949|159
3560|1|15|EVELYN KNIGHT|A Little Bird Told Me|02-26-1949|159
3561|1|14|EVELYN KNIGHT|A Little Bird Told Me|02-19-1949|159
3562|1|13|EVELYN KNIGHT|A Little Bird Told Me|02-12-1949|159
3563|1|12|EVELYN KNIGHT|A Little Bird Told Me|02-05-1949|159
3564|1|11|EVELYN KNIGHT|A Little Bird Told Me|01-29-1949|159
3565|1|10|EVELYN KNIGHT|A Little Bird Told Me|01-22-1949|159
3566|1|16|DINAH SHORE|Buttons And Bows|01-15-1949|121
3567|1|7|SPIKE JONES|All I Want For Christmas (Is My Two Front Teeth)|01-08-1949|196
3568|1|14|DINAH SHORE|Buttons And Bows|01-01-1949|121
3569|1|13|DINAH SHORE|Buttons And Bows|12-25-1948|121
3570|1|12|DINAH SHORE|Buttons And Bows|12-18-1948|121
3571|1|11|DINAH SHORE|Buttons And Bows|12-11-1948|121
3572|1|10|DINAH SHORE|Buttons And Bows|12-04-1948|121
3573|1|9|DINAH SHORE|Buttons And Bows|11-27-1948|121
3574|1|8|DINAH SHORE|Buttons And Bows|11-20-1948|121
3575|1|7|DINAH SHORE|Buttons And Bows|11-13-1948|121
3576|1|6|DINAH SHORE|Buttons And Bows|11-06-1948|121
3577|1|18|PEE WEE HUNT|Twelfth Street Rag|10-30-1948|172
3578|1|17|PEE WEE HUNT|Twelfth Street Rag|10-23-1948|172
3579|1|14|MARGARET WHITING|Tree In The Meadow|10-16-1948|162
3580|1|13|MARGARET WHITING|Tree In The Meadow|10-09-1948|162
3581|1|14|PEE WEE HUNT|Twelfth Street Rag|10-02-1948|172
3582|1|13|PEE WEE HUNT|Twelfth Street Rag|09-25-1948|172
3583|1|12|PEE WEE HUNT|Twelfth Street Rag|09-18-1948|172
3584|1|11|PEE WEE HUNT|Twelfth Street Rag|09-11-1948|172
3585|1|10|PEE WEE HUNT|Twelfth Street Rag|09-04-1948|172
3586|1|9|PEE WEE HUNT|Twelfth Street Rag|08-28-1948|172
3589|1|10|KAY KYSER / GLORIA WOOD|Woody Woodpecker|08-07-1948|192
3590|1|9|KAY KYSER / GLORIA WOOD|Woody Woodpecker|07-31-1948|192
3591|1|8|KAY KYSER / GLORIA WOOD|Woody Woodpecker|07-24-1948|192
3592|1|7|KAY KYSER / GLORIA WOOD|Woody Woodpecker|07-17-1948|192
3593|1|6|KAY KYSER / GLORIA WOOD|Woody Woodpecker|07-10-1948|192
3594|1|5|KAY KYSER / GLORIA WOOD|Woody Woodpecker|07-03-1948|192
3595|1|10|NAT KING COLE|Nature Boy|06-26-1948|157
3596|1|9|NAT KING COLE|Nature Boy|06-19-1948|157
3597|1|8|NAT KING COLE|Nature Boy|06-12-1948|157
3598|1|7|NAT KING COLE|Nature Boy|06-05-1948|157
3599|1|6|NAT KING COLE|Nature Boy|05-29-1948|157
3600|1|5|NAT KING COLE|Nature Boy|05-22-1948|157
3601|1|4|NAT KING COLE|Nature Boy|05-15-1948|157
3602|1|15|PEGGY LEE|Manana|05-08-1948|89
3603|1|14|PEGGY LEE|Manana|05-01-1948|89
3604|1|13|PEGGY LEE|Manana|04-24-1948|89
3605|1|12|PEGGY LEE|Manana|04-17-1948|89
3606|1|11|PEGGY LEE|Manana|04-10-1948|89
3607|1|10|PEGGY LEE|Manana|04-03-1948|89
3608|1|9|PEGGY LEE|Manana|03-27-1948|89
3609|1|8|PEGGY LEE|Manana|03-20-1948|89
3610|1|7|PEGGY LEE|Manana|03-13-1948|89
3611|1|7|ART MOONEY / CHOIR|I'm Looing Over A 4-Leaf Clover|03-06-1948|155
